"station_type","hour_rounded","hour","day","weekend","week","month","quarter","dayOfMonth","interactions"
"Dublin Periphery","2025-03-23 13:00:00.000","13","Sunday","Weekend","12","March","Q1: Jan - Mar","23","174"
"Dublin Periphery","2025-03-23 14:00:00.000","14","Sunday","Weekend","12","March","Q1: Jan - Mar","23","179"
"Dublin Periphery","2025-03-23 15:00:00.000","15","Sunday","Weekend","12","March","Q1: Jan - Mar","23","214"
"Dublin Periphery","2025-03-23 16:00:00.000","16","Sunday","Weekend","12","March","Q1: Jan - Mar","23","226"
"Dublin Periphery","2025-03-23 17:00:00.000","17","Sunday","Weekend","12","March","Q1: Jan - Mar","23","226"
"Dublin Periphery","2025-03-23 18:00:00.000","18","Sunday","Weekend","12","March","Q1: Jan - Mar","23","271"
"Dublin Periphery","2025-03-23 19:00:00.000","19","Sunday","Weekend","12","March","Q1: Jan - Mar","23","197"
"Dublin Periphery","2025-03-23 20:00:00.000","20","Sunday","Weekend","12","March","Q1: Jan - Mar","23","116"
"Dublin Periphery","2025-03-23 21:00:00.000","21","Sunday","Weekend","12","March","Q1: Jan - Mar","23","102"
"Dublin Periphery","2025-03-23 22:00:00.000","22","Sunday","Weekend","12","March","Q1: Jan - Mar","23","188"
"Dublin Periphery","2025-03-23 23:00:00.000","23","Sunday","Weekend","12","March","Q1: Jan - Mar","23","92"
"Dublin Periphery","2025-03-24 00:00:00.000","0","Monday","Weekday","13","March","Q1: Jan - Mar","24","34"
"Dublin Periphery","2025-03-24 01:00:00.000","1","Monday","Weekday","13","March","Q1: Jan - Mar","24","0"
"Dublin Periphery","2025-03-24 02:00:00.000","2","Monday","Weekday","13","March","Q1: Jan - Mar","24","0"
"Dublin Periphery","2025-03-24 03:00:00.000","3","Monday","Weekday","13","March","Q1: Jan - Mar","24","0"
"Dublin Periphery","2025-03-24 04:00:00.000","4","Monday","Weekday","13","March","Q1: Jan - Mar","24","0"
"Dublin Periphery","2025-03-24 05:00:00.000","5","Monday","Weekday","13","March","Q1: Jan - Mar","24","90"
"Dublin Periphery","2025-03-24 06:00:00.000","6","Monday","Weekday","13","March","Q1: Jan - Mar","24","337"
"Dublin Periphery","2025-03-24 07:00:00.000","7","Monday","Weekday","13","March","Q1: Jan - Mar","24","555"
"Dublin Periphery","2025-03-24 08:00:00.000","8","Monday","Weekday","13","March","Q1: Jan - Mar","24","875"
"Dublin Periphery","2025-03-24 09:00:00.000","9","Monday","Weekday","13","March","Q1: Jan - Mar","24","493"
"Dublin Periphery","2025-03-24 10:00:00.000","10","Monday","Weekday","13","March","Q1: Jan - Mar","24","262"
"Dublin Periphery","2025-03-24 11:00:00.000","11","Monday","Weekday","13","March","Q1: Jan - Mar","24","224"
"Dublin Periphery","2025-03-24 12:00:00.000","12","Monday","Weekday","13","March","Q1: Jan - Mar","24","310"
"Dublin Periphery","2025-03-24 13:00:00.000","13","Monday","Weekday","13","March","Q1: Jan - Mar","24","356"
"Dublin Periphery","2025-03-24 14:00:00.000","14","Monday","Weekday","13","March","Q1: Jan - Mar","24","285"
"Dublin Periphery","2025-03-24 15:00:00.000","15","Monday","Weekday","13","March","Q1: Jan - Mar","24","301"
"Dublin Periphery","2025-03-24 16:00:00.000","16","Monday","Weekday","13","March","Q1: Jan - Mar","24","503"
"Dublin Periphery","2025-03-24 17:00:00.000","17","Monday","Weekday","13","March","Q1: Jan - Mar","24","645"
"Dublin Periphery","2025-03-24 18:00:00.000","18","Monday","Weekday","13","March","Q1: Jan - Mar","24","459"
"Dublin Periphery","2025-03-24 19:00:00.000","19","Monday","Weekday","13","March","Q1: Jan - Mar","24","343"
"Dublin Periphery","2025-03-24 20:00:00.000","20","Monday","Weekday","13","March","Q1: Jan - Mar","24","200"
"Dublin Periphery","2025-03-24 21:00:00.000","21","Monday","Weekday","13","March","Q1: Jan - Mar","24","180"
"Dublin Periphery","2025-03-24 22:00:00.000","22","Monday","Weekday","13","March","Q1: Jan - Mar","24","132"
"Dublin Periphery","2025-03-24 23:00:00.000","23","Monday","Weekday","13","March","Q1: Jan - Mar","24","67"
"Dublin Periphery","2025-03-25 00:00:00.000","0","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","31"
"Dublin Periphery","2025-03-25 01:00:00.000","1","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","0"
"Dublin Periphery","2025-03-25 02:00:00.000","2","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","0"
"Dublin Periphery","2025-03-25 03:00:00.000","3","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","0"
"Dublin Periphery","2025-03-25 04:00:00.000","4","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","0"
"Dublin Periphery","2025-03-25 05:00:00.000","5","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","80"
"Dublin Periphery","2025-03-25 06:00:00.000","6","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","295"
"Dublin Periphery","2025-03-25 07:00:00.000","7","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","605"
"Dublin Periphery","2025-03-25 08:00:00.000","8","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","968"
"Dublin Periphery","2025-03-25 09:00:00.000","9","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","564"
"Dublin Periphery","2025-03-25 10:00:00.000","10","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","290"
"Dublin Periphery","2025-03-25 11:00:00.000","11","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","210"
"Dublin Periphery","2025-03-25 12:00:00.000","12","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","362"
"Dublin Periphery","2025-03-25 13:00:00.000","13","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","329"
"Dublin Periphery","2025-03-25 14:00:00.000","14","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","287"
"Dublin Periphery","2025-03-25 15:00:00.000","15","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","346"
"Dublin Periphery","2025-03-25 16:00:00.000","16","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","576"
"Dublin Periphery","2025-03-25 17:00:00.000","17","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","748"
"Dublin Periphery","2025-03-25 18:00:00.000","18","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","532"
"Dublin Periphery","2025-03-25 19:00:00.000","19","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","374"
"Dublin Periphery","2025-03-25 20:00:00.000","20","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","250"
"Dublin Periphery","2025-03-25 21:00:00.000","21","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","174"
"Dublin Periphery","2025-03-25 22:00:00.000","22","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","147"
"Dublin Periphery","2025-03-25 23:00:00.000","23","Tuesday","Weekday","13","March","Q1: Jan - Mar","25","84"
"Dublin Periphery","2025-03-26 00:00:00.000","0","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","26"
"Dublin Periphery","2025-03-26 01:00:00.000","1","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","0"
"Dublin Periphery","2025-03-26 02:00:00.000","2","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","0"
"Dublin Periphery","2025-03-26 03:00:00.000","3","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","1"
"Dublin Periphery","2025-03-26 04:00:00.000","4","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","0"
"Dublin Periphery","2025-03-26 05:00:00.000","5","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","109"
"Dublin Periphery","2025-03-26 06:00:00.000","6","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","293"
"Dublin Periphery","2025-03-26 07:00:00.000","7","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","573"
"Dublin Periphery","2025-03-26 08:00:00.000","8","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","1036"
"Dublin Periphery","2025-03-26 09:00:00.000","9","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","667"
"Dublin Periphery","2025-03-26 10:00:00.000","10","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","312"
"Dublin Periphery","2025-03-26 11:00:00.000","11","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","256"
"Dublin Periphery","2025-03-26 12:00:00.000","12","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","366"
"Dublin Periphery","2025-03-26 13:00:00.000","13","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","303"
"Dublin Periphery","2025-03-26 14:00:00.000","14","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","307"
"Dublin Periphery","2025-03-26 15:00:00.000","15","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","383"
"Dublin Periphery","2025-03-26 16:00:00.000","16","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","631"
"Dublin Periphery","2025-03-26 17:00:00.000","17","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","761"
"Dublin Periphery","2025-03-26 18:00:00.000","18","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","520"
"Dublin Periphery","2025-03-26 19:00:00.000","19","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","337"
"Dublin Periphery","2025-03-26 20:00:00.000","20","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","231"
"Dublin Periphery","2025-03-26 21:00:00.000","21","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","205"
"Dublin Periphery","2025-03-26 22:00:00.000","22","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","32"
"Dublin Periphery","2025-03-26 23:00:00.000","23","Wednesday","Weekday","13","March","Q1: Jan - Mar","26","119"
"Dublin Periphery","2025-03-27 00:00:00.000","0","Thursday","Weekday","13","March","Q1: Jan - Mar","27","40"
"Dublin Periphery","2025-03-27 01:00:00.000","1","Thursday","Weekday","13","March","Q1: Jan - Mar","27","1"
"Dublin Periphery","2025-03-27 02:00:00.000","2","Thursday","Weekday","13","March","Q1: Jan - Mar","27","0"
"Dublin Periphery","2025-03-27 03:00:00.000","3","Thursday","Weekday","13","March","Q1: Jan - Mar","27","0"
"Dublin Periphery","2025-03-27 04:00:00.000","4","Thursday","Weekday","13","March","Q1: Jan - Mar","27","0"
"Dublin Periphery","2025-03-27 05:00:00.000","5","Thursday","Weekday","13","March","Q1: Jan - Mar","27","82"
"Dublin Periphery","2025-03-27 06:00:00.000","6","Thursday","Weekday","13","March","Q1: Jan - Mar","27","318"
"Dublin Periphery","2025-03-27 07:00:00.000","7","Thursday","Weekday","13","March","Q1: Jan - Mar","27","585"
"Dublin Periphery","2025-03-27 08:00:00.000","8","Thursday","Weekday","13","March","Q1: Jan - Mar","27","1048"
"Dublin Periphery","2025-03-27 09:00:00.000","9","Thursday","Weekday","13","March","Q1: Jan - Mar","27","574"
"Dublin Periphery","2025-03-27 10:00:00.000","10","Thursday","Weekday","13","March","Q1: Jan - Mar","27","302"
"Dublin Periphery","2025-03-27 11:00:00.000","11","Thursday","Weekday","13","March","Q1: Jan - Mar","27","273"
"Dublin Periphery","2025-03-27 12:00:00.000","12","Thursday","Weekday","13","March","Q1: Jan - Mar","27","430"
"Dublin Periphery","2025-03-27 13:00:00.000","13","Thursday","Weekday","13","March","Q1: Jan - Mar","27","366"
"Dublin Periphery","2025-03-27 14:00:00.000","14","Thursday","Weekday","13","March","Q1: Jan - Mar","27","305"
"Dublin Periphery","2025-03-27 15:00:00.000","15","Thursday","Weekday","13","March","Q1: Jan - Mar","27","301"
"Dublin Periphery","2025-03-27 16:00:00.000","16","Thursday","Weekday","13","March","Q1: Jan - Mar","27","557"
"Dublin Periphery","2025-03-27 17:00:00.000","17","Thursday","Weekday","13","March","Q1: Jan - Mar","27","722"
"Dublin Periphery","2025-03-27 18:00:00.000","18","Thursday","Weekday","13","March","Q1: Jan - Mar","27","453"
"Dublin Periphery","2025-03-27 19:00:00.000","19","Thursday","Weekday","13","March","Q1: Jan - Mar","27","283"
"Dublin Periphery","2025-03-27 20:00:00.000","20","Thursday","Weekday","13","March","Q1: Jan - Mar","27","210"
"Dublin Periphery","2025-03-27 21:00:00.000","21","Thursday","Weekday","13","March","Q1: Jan - Mar","27","179"
"Dublin Periphery","2025-03-27 22:00:00.000","22","Thursday","Weekday","13","March","Q1: Jan - Mar","27","132"
"Dublin Periphery","2025-03-27 23:00:00.000","23","Thursday","Weekday","13","March","Q1: Jan - Mar","27","131"
"Dublin Periphery","2025-03-28 00:00:00.000","0","Friday","Weekday","13","March","Q1: Jan - Mar","28","41"
"Dublin Periphery","2025-03-28 01:00:00.000","1","Friday","Weekday","13","March","Q1: Jan - Mar","28","0"
"Dublin Periphery","2025-03-28 02:00:00.000","2","Friday","Weekday","13","March","Q1: Jan - Mar","28","0"
"Dublin Periphery","2025-03-28 03:00:00.000","3","Friday","Weekday","13","March","Q1: Jan - Mar","28","0"
"Dublin Periphery","2025-03-28 04:00:00.000","4","Friday","Weekday","13","March","Q1: Jan - Mar","28","0"
"Dublin Periphery","2025-03-28 05:00:00.000","5","Friday","Weekday","13","March","Q1: Jan - Mar","28","62"
"Dublin Periphery","2025-03-28 06:00:00.000","6","Friday","Weekday","13","March","Q1: Jan - Mar","28","259"
"Dublin Periphery","2025-03-28 07:00:00.000","7","Friday","Weekday","13","March","Q1: Jan - Mar","28","399"
"Dublin Periphery","2025-03-28 08:00:00.000","8","Friday","Weekday","13","March","Q1: Jan - Mar","28","690"
"Dublin Periphery","2025-03-28 09:00:00.000","9","Friday","Weekday","13","March","Q1: Jan - Mar","28","449"
"Dublin Periphery","2025-03-28 10:00:00.000","10","Friday","Weekday","13","March","Q1: Jan - Mar","28","227"
"Dublin Periphery","2025-03-28 11:00:00.000","11","Friday","Weekday","13","March","Q1: Jan - Mar","28","252"
"Dublin Periphery","2025-03-28 12:00:00.000","12","Friday","Weekday","13","March","Q1: Jan - Mar","28","394"
"Dublin Periphery","2025-03-28 13:00:00.000","13","Friday","Weekday","13","March","Q1: Jan - Mar","28","298"
"Dublin Periphery","2025-03-28 14:00:00.000","14","Friday","Weekday","13","March","Q1: Jan - Mar","28","268"
"Dublin Periphery","2025-03-28 15:00:00.000","15","Friday","Weekday","13","March","Q1: Jan - Mar","28","323"
"Dublin Periphery","2025-03-28 16:00:00.000","16","Friday","Weekday","13","March","Q1: Jan - Mar","28","349"
"Dublin Periphery","2025-03-28 17:00:00.000","17","Friday","Weekday","13","March","Q1: Jan - Mar","28","500"
"Dublin Periphery","2025-03-28 18:00:00.000","18","Friday","Weekday","13","March","Q1: Jan - Mar","28","401"
"Dublin Periphery","2025-03-28 19:00:00.000","19","Friday","Weekday","13","March","Q1: Jan - Mar","28","271"
"Dublin Periphery","2025-03-28 20:00:00.000","20","Friday","Weekday","13","March","Q1: Jan - Mar","28","211"
"Dublin Periphery","2025-03-28 21:00:00.000","21","Friday","Weekday","13","March","Q1: Jan - Mar","28","146"
"Dublin Periphery","2025-03-28 22:00:00.000","22","Friday","Weekday","13","March","Q1: Jan - Mar","28","150"
"Dublin Periphery","2025-03-28 23:00:00.000","23","Friday","Weekday","13","March","Q1: Jan - Mar","28","118"
"Dublin Periphery","2025-03-29 00:00:00.000","0","Saturday","Weekend","13","March","Q1: Jan - Mar","29","70"
"Dublin Periphery","2025-03-29 01:00:00.000","1","Saturday","Weekend","13","March","Q1: Jan - Mar","29","2"
"Dublin Periphery","2025-03-29 02:00:00.000","2","Saturday","Weekend","13","March","Q1: Jan - Mar","29","1"
"Dublin Periphery","2025-03-29 03:00:00.000","3","Saturday","Weekend","13","March","Q1: Jan - Mar","29","0"
"Dublin Periphery","2025-03-29 04:00:00.000","4","Saturday","Weekend","13","March","Q1: Jan - Mar","29","0"
"Dublin Periphery","2025-03-29 05:00:00.000","5","Saturday","Weekend","13","March","Q1: Jan - Mar","29","34"
"Dublin Periphery","2025-03-29 06:00:00.000","6","Saturday","Weekend","13","March","Q1: Jan - Mar","29","90"
"Dublin Periphery","2025-03-29 07:00:00.000","7","Saturday","Weekend","13","March","Q1: Jan - Mar","29","122"
"Dublin Periphery","2025-03-29 08:00:00.000","8","Saturday","Weekend","13","March","Q1: Jan - Mar","29","150"
"Dublin Periphery","2025-03-29 09:00:00.000","9","Saturday","Weekend","13","March","Q1: Jan - Mar","29","184"
"Dublin Periphery","2025-03-29 10:00:00.000","10","Saturday","Weekend","13","March","Q1: Jan - Mar","29","261"
"Dublin Periphery","2025-03-29 11:00:00.000","11","Saturday","Weekend","13","March","Q1: Jan - Mar","29","261"
"Dublin Periphery","2025-03-29 12:00:00.000","12","Saturday","Weekend","13","March","Q1: Jan - Mar","29","265"
"Dublin Periphery","2025-03-29 13:00:00.000","13","Saturday","Weekend","13","March","Q1: Jan - Mar","29","241"
"Dublin Periphery","2025-03-29 14:00:00.000","14","Saturday","Weekend","13","March","Q1: Jan - Mar","29","215"
"Dublin Periphery","2025-03-29 15:00:00.000","15","Saturday","Weekend","13","March","Q1: Jan - Mar","29","229"
"Dublin Periphery","2025-03-29 16:00:00.000","16","Saturday","Weekend","13","March","Q1: Jan - Mar","29","311"
"Dublin Periphery","2025-03-29 17:00:00.000","17","Saturday","Weekend","13","March","Q1: Jan - Mar","29","239"
"Dublin Periphery","2025-03-29 18:00:00.000","18","Saturday","Weekend","13","March","Q1: Jan - Mar","29","227"
"Dublin Periphery","2025-03-29 19:00:00.000","19","Saturday","Weekend","13","March","Q1: Jan - Mar","29","222"
"Dublin Periphery","2025-03-29 20:00:00.000","20","Saturday","Weekend","13","March","Q1: Jan - Mar","29","154"
"Dublin Periphery","2025-03-29 21:00:00.000","21","Saturday","Weekend","13","March","Q1: Jan - Mar","29","90"
"Dublin Periphery","2025-03-29 22:00:00.000","22","Saturday","Weekend","13","March","Q1: Jan - Mar","29","102"
"Dublin Periphery","2025-03-29 23:00:00.000","23","Saturday","Weekend","13","March","Q1: Jan - Mar","29","111"
"Dublin Periphery","2025-03-30 00:00:00.000","0","Sunday","Weekend","13","March","Q1: Jan - Mar","30","66"
"Dublin Periphery","2025-03-30 01:00:00.000","1","Sunday","Weekend","13","March","Q1: Jan - Mar","30","4"
"Dublin Periphery","2025-03-30 02:00:00.000","2","Sunday","Weekend","13","March","Q1: Jan - Mar","30","1"
"Dublin Periphery","2025-03-30 03:00:00.000","3","Sunday","Weekend","13","March","Q1: Jan - Mar","30","0"
"Dublin Periphery","2025-03-30 04:00:00.000","4","Sunday","Weekend","13","March","Q1: Jan - Mar","30","26"
"Dublin Periphery","2025-03-30 05:00:00.000","5","Sunday","Weekend","13","March","Q1: Jan - Mar","30","82"
"Dublin Periphery","2025-03-30 06:00:00.000","6","Sunday","Weekend","13","March","Q1: Jan - Mar","30","163"
"Dublin Periphery","2025-03-30 07:00:00.000","7","Sunday","Weekend","13","March","Q1: Jan - Mar","30","174"
"Dublin Periphery","2025-03-30 08:00:00.000","8","Sunday","Weekend","13","March","Q1: Jan - Mar","30","231"
"Dublin Periphery","2025-03-30 09:00:00.000","9","Sunday","Weekend","13","March","Q1: Jan - Mar","30","280"
"Dublin Periphery","2025-03-30 10:00:00.000","10","Sunday","Weekend","13","March","Q1: Jan - Mar","30","292"
"Dublin Periphery","2025-03-30 11:00:00.000","11","Sunday","Weekend","13","March","Q1: Jan - Mar","30","303"
"Dublin Periphery","2025-03-30 12:00:00.000","12","Sunday","Weekend","13","March","Q1: Jan - Mar","30","325"
"Dublin Periphery","2025-03-30 13:00:00.000","13","Sunday","Weekend","13","March","Q1: Jan - Mar","30","263"
"Dublin Periphery","2025-03-30 14:00:00.000","14","Sunday","Weekend","13","March","Q1: Jan - Mar","30","296"
"Dublin Periphery","2025-03-30 15:00:00.000","15","Sunday","Weekend","13","March","Q1: Jan - Mar","30","266"
