"station_type","hour_rounded","hour","day","weekend","week","month","quarter","dayOfMonth","interactions"
"Dublin Periphery","2024-07-19 07:00:00.000","7","Friday","Weekday","29","July","Q3: Jul - Sep","19","654"
"Dublin Periphery","2024-07-19 08:00:00.000","8","Friday","Weekday","29","July","Q3: Jul - Sep","19","475"
"Dublin Periphery","2024-07-19 09:00:00.000","9","Friday","Weekday","29","July","Q3: Jul - Sep","19","296"
"Dublin Periphery","2024-07-19 10:00:00.000","10","Friday","Weekday","29","July","Q3: Jul - Sep","19","258"
"Dublin Periphery","2024-07-19 11:00:00.000","11","Friday","Weekday","29","July","Q3: Jul - Sep","19","322"
"Dublin Periphery","2024-07-19 12:00:00.000","12","Friday","Weekday","29","July","Q3: Jul - Sep","19","371"
"Dublin Periphery","2024-07-19 13:00:00.000","13","Friday","Weekday","29","July","Q3: Jul - Sep","19","322"
"Dublin Periphery","2024-07-19 14:00:00.000","14","Friday","Weekday","29","July","Q3: Jul - Sep","19","323"
"Dublin Periphery","2024-07-19 15:00:00.000","15","Friday","Weekday","29","July","Q3: Jul - Sep","19","482"
"Dublin Periphery","2024-07-19 16:00:00.000","16","Friday","Weekday","29","July","Q3: Jul - Sep","19","524"
"Dublin Periphery","2024-07-19 17:00:00.000","17","Friday","Weekday","29","July","Q3: Jul - Sep","19","381"
"Dublin Periphery","2024-07-19 18:00:00.000","18","Friday","Weekday","29","July","Q3: Jul - Sep","19","337"
"Dublin Periphery","2024-07-19 19:00:00.000","19","Friday","Weekday","29","July","Q3: Jul - Sep","19","242"
"Dublin Periphery","2024-07-19 20:00:00.000","20","Friday","Weekday","29","July","Q3: Jul - Sep","19","244"
"Dublin Periphery","2024-07-19 21:00:00.000","21","Friday","Weekday","29","July","Q3: Jul - Sep","19","179"
"Dublin Periphery","2024-07-19 22:00:00.000","22","Friday","Weekday","29","July","Q3: Jul - Sep","19","163"
"Dublin Periphery","2024-07-19 23:00:00.000","23","Friday","Weekday","29","July","Q3: Jul - Sep","19","81"
"Dublin Periphery","2024-07-20 00:00:00.000","0","Saturday","Weekend","29","July","Q3: Jul - Sep","20","4"
"Dublin Periphery","2024-07-20 01:00:00.000","1","Saturday","Weekend","29","July","Q3: Jul - Sep","20","1"
"Dublin Periphery","2024-07-20 02:00:00.000","2","Saturday","Weekend","29","July","Q3: Jul - Sep","20","0"
"Dublin Periphery","2024-07-20 03:00:00.000","3","Saturday","Weekend","29","July","Q3: Jul - Sep","20","0"
"Dublin Periphery","2024-07-20 04:00:00.000","4","Saturday","Weekend","29","July","Q3: Jul - Sep","20","35"
"Dublin Periphery","2024-07-20 05:00:00.000","5","Saturday","Weekend","29","July","Q3: Jul - Sep","20","95"
"Dublin Periphery","2024-07-20 06:00:00.000","6","Saturday","Weekend","29","July","Q3: Jul - Sep","20","147"
"Dublin Periphery","2024-07-20 07:00:00.000","7","Saturday","Weekend","29","July","Q3: Jul - Sep","20","176"
"Dublin Periphery","2024-07-20 08:00:00.000","8","Saturday","Weekend","29","July","Q3: Jul - Sep","20","190"
"Dublin Periphery","2024-07-20 09:00:00.000","9","Saturday","Weekend","29","July","Q3: Jul - Sep","20","168"
"Dublin Periphery","2024-07-20 10:00:00.000","10","Saturday","Weekend","29","July","Q3: Jul - Sep","20","207"
"Dublin Periphery","2024-07-20 11:00:00.000","11","Saturday","Weekend","29","July","Q3: Jul - Sep","20","212"
"Dublin Periphery","2024-07-20 12:00:00.000","12","Saturday","Weekend","29","July","Q3: Jul - Sep","20","256"
"Dublin Periphery","2024-07-20 13:00:00.000","13","Saturday","Weekend","29","July","Q3: Jul - Sep","20","223"
"Dublin Periphery","2024-07-20 14:00:00.000","14","Saturday","Weekend","29","July","Q3: Jul - Sep","20","262"
"Dublin Periphery","2024-07-20 15:00:00.000","15","Saturday","Weekend","29","July","Q3: Jul - Sep","20","266"
"Dublin Periphery","2024-07-20 16:00:00.000","16","Saturday","Weekend","29","July","Q3: Jul - Sep","20","250"
"Dublin Periphery","2024-07-20 17:00:00.000","17","Saturday","Weekend","29","July","Q3: Jul - Sep","20","244"
"Dublin Periphery","2024-07-20 18:00:00.000","18","Saturday","Weekend","29","July","Q3: Jul - Sep","20","198"
"Dublin Periphery","2024-07-20 19:00:00.000","19","Saturday","Weekend","29","July","Q3: Jul - Sep","20","195"
"Dublin Periphery","2024-07-20 20:00:00.000","20","Saturday","Weekend","29","July","Q3: Jul - Sep","20","157"
"Dublin Periphery","2024-07-20 21:00:00.000","21","Saturday","Weekend","29","July","Q3: Jul - Sep","20","143"
"Dublin Periphery","2024-07-20 22:00:00.000","22","Saturday","Weekend","29","July","Q3: Jul - Sep","20","133"
"Dublin Periphery","2024-07-20 23:00:00.000","23","Saturday","Weekend","29","July","Q3: Jul - Sep","20","87"
"Dublin Periphery","2024-07-21 00:00:00.000","0","Sunday","Weekend","29","July","Q3: Jul - Sep","21","0"
"Dublin Periphery","2024-07-21 01:00:00.000","1","Sunday","Weekend","29","July","Q3: Jul - Sep","21","5"
"Dublin Periphery","2024-07-21 02:00:00.000","2","Sunday","Weekend","29","July","Q3: Jul - Sep","21","0"
"Dublin Periphery","2024-07-21 03:00:00.000","3","Sunday","Weekend","29","July","Q3: Jul - Sep","21","0"
"Dublin Periphery","2024-07-21 04:00:00.000","4","Sunday","Weekend","29","July","Q3: Jul - Sep","21","24"
"Dublin Periphery","2024-07-21 05:00:00.000","5","Sunday","Weekend","29","July","Q3: Jul - Sep","21","85"
"Dublin Periphery","2024-07-21 06:00:00.000","6","Sunday","Weekend","29","July","Q3: Jul - Sep","21","102"
"Dublin Periphery","2024-07-21 07:00:00.000","7","Sunday","Weekend","29","July","Q3: Jul - Sep","21","99"
"Dublin Periphery","2024-07-21 08:00:00.000","8","Sunday","Weekend","29","July","Q3: Jul - Sep","21","151"
"Dublin Periphery","2024-07-21 09:00:00.000","9","Sunday","Weekend","29","July","Q3: Jul - Sep","21","212"
"Dublin Periphery","2024-07-21 10:00:00.000","10","Sunday","Weekend","29","July","Q3: Jul - Sep","21","264"
"Dublin Periphery","2024-07-21 11:00:00.000","11","Sunday","Weekend","29","July","Q3: Jul - Sep","21","282"
"Dublin Periphery","2024-07-21 12:00:00.000","12","Sunday","Weekend","29","July","Q3: Jul - Sep","21","288"
"Dublin Periphery","2024-07-21 13:00:00.000","13","Sunday","Weekend","29","July","Q3: Jul - Sep","21","322"
"Dublin Periphery","2024-07-21 14:00:00.000","14","Sunday","Weekend","29","July","Q3: Jul - Sep","21","236"
"Dublin Periphery","2024-07-21 15:00:00.000","15","Sunday","Weekend","29","July","Q3: Jul - Sep","21","268"
"Dublin Periphery","2024-07-21 16:00:00.000","16","Sunday","Weekend","29","July","Q3: Jul - Sep","21","234"
"Dublin Periphery","2024-07-21 17:00:00.000","17","Sunday","Weekend","29","July","Q3: Jul - Sep","21","286"
"Dublin Periphery","2024-07-21 18:00:00.000","18","Sunday","Weekend","29","July","Q3: Jul - Sep","21","192"
"Dublin Periphery","2024-07-21 19:00:00.000","19","Sunday","Weekend","29","July","Q3: Jul - Sep","21","141"
"Dublin Periphery","2024-07-21 20:00:00.000","20","Sunday","Weekend","29","July","Q3: Jul - Sep","21","112"
"Dublin Periphery","2024-07-21 21:00:00.000","21","Sunday","Weekend","29","July","Q3: Jul - Sep","21","101"
"Dublin Periphery","2024-07-21 22:00:00.000","22","Sunday","Weekend","29","July","Q3: Jul - Sep","21","96"
"Dublin Periphery","2024-07-21 23:00:00.000","23","Sunday","Weekend","29","July","Q3: Jul - Sep","21","40"
"Dublin Periphery","2024-07-22 00:00:00.000","0","Monday","Weekday","30","July","Q3: Jul - Sep","22","1"
"Dublin Periphery","2024-07-22 01:00:00.000","1","Monday","Weekday","30","July","Q3: Jul - Sep","22","0"
"Dublin Periphery","2024-07-22 02:00:00.000","2","Monday","Weekday","30","July","Q3: Jul - Sep","22","0"
"Dublin Periphery","2024-07-22 03:00:00.000","3","Monday","Weekday","30","July","Q3: Jul - Sep","22","0"
"Dublin Periphery","2024-07-22 04:00:00.000","4","Monday","Weekday","30","July","Q3: Jul - Sep","22","75"
"Dublin Periphery","2024-07-22 05:00:00.000","5","Monday","Weekday","30","July","Q3: Jul - Sep","22","297"
"Dublin Periphery","2024-07-22 06:00:00.000","6","Monday","Weekday","30","July","Q3: Jul - Sep","22","465"
"Dublin Periphery","2024-07-22 07:00:00.000","7","Monday","Weekday","30","July","Q3: Jul - Sep","22","732"
"Dublin Periphery","2024-07-22 08:00:00.000","8","Monday","Weekday","30","July","Q3: Jul - Sep","22","458"
"Dublin Periphery","2024-07-22 09:00:00.000","9","Monday","Weekday","30","July","Q3: Jul - Sep","22","316"
"Dublin Periphery","2024-07-22 10:00:00.000","10","Monday","Weekday","30","July","Q3: Jul - Sep","22","183"
"Dublin Periphery","2024-07-22 11:00:00.000","11","Monday","Weekday","30","July","Q3: Jul - Sep","22","299"
"Dublin Periphery","2024-07-22 12:00:00.000","12","Monday","Weekday","30","July","Q3: Jul - Sep","22","383"
"Dublin Periphery","2024-07-22 13:00:00.000","13","Monday","Weekday","30","July","Q3: Jul - Sep","22","277"
"Dublin Periphery","2024-07-22 14:00:00.000","14","Monday","Weekday","30","July","Q3: Jul - Sep","22","328"
"Dublin Periphery","2024-07-22 15:00:00.000","15","Monday","Weekday","30","July","Q3: Jul - Sep","22","435"
"Dublin Periphery","2024-07-22 16:00:00.000","16","Monday","Weekday","30","July","Q3: Jul - Sep","22","678"
"Dublin Periphery","2024-07-22 17:00:00.000","17","Monday","Weekday","30","July","Q3: Jul - Sep","22","485"
"Dublin Periphery","2024-07-22 18:00:00.000","18","Monday","Weekday","30","July","Q3: Jul - Sep","22","373"
"Dublin Periphery","2024-07-22 19:00:00.000","19","Monday","Weekday","30","July","Q3: Jul - Sep","22","202"
"Dublin Periphery","2024-07-22 20:00:00.000","20","Monday","Weekday","30","July","Q3: Jul - Sep","22","112"
"Dublin Periphery","2024-07-22 21:00:00.000","21","Monday","Weekday","30","July","Q3: Jul - Sep","22","112"
"Dublin Periphery","2024-07-22 22:00:00.000","22","Monday","Weekday","30","July","Q3: Jul - Sep","22","89"
"Dublin Periphery","2024-07-22 23:00:00.000","23","Monday","Weekday","30","July","Q3: Jul - Sep","22","33"
"Dublin Periphery","2024-07-23 00:00:00.000","0","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","0"
"Dublin Periphery","2024-07-23 01:00:00.000","1","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","0"
"Dublin Periphery","2024-07-23 02:00:00.000","2","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","0"
"Dublin Periphery","2024-07-23 03:00:00.000","3","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","0"
"Dublin Periphery","2024-07-23 04:00:00.000","4","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","98"
"Dublin Periphery","2024-07-23 05:00:00.000","5","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","315"
"Dublin Periphery","2024-07-23 06:00:00.000","6","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","592"
"Dublin Periphery","2024-07-23 07:00:00.000","7","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","972"
"Dublin Periphery","2024-07-23 08:00:00.000","8","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","491"
"Dublin Periphery","2024-07-23 09:00:00.000","9","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","314"
"Dublin Periphery","2024-07-23 10:00:00.000","10","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","219"
"Dublin Periphery","2024-07-23 11:00:00.000","11","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","339"
"Dublin Periphery","2024-07-23 12:00:00.000","12","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","362"
"Dublin Periphery","2024-07-23 13:00:00.000","13","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","268"
"Dublin Periphery","2024-07-23 14:00:00.000","14","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","350"
"Dublin Periphery","2024-07-23 15:00:00.000","15","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","572"
"Dublin Periphery","2024-07-23 16:00:00.000","16","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","741"
"Dublin Periphery","2024-07-23 17:00:00.000","17","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","552"
"Dublin Periphery","2024-07-23 18:00:00.000","18","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","386"
"Dublin Periphery","2024-07-23 19:00:00.000","19","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","270"
"Dublin Periphery","2024-07-23 20:00:00.000","20","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","233"
"Dublin Periphery","2024-07-23 21:00:00.000","21","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","189"
"Dublin Periphery","2024-07-23 22:00:00.000","22","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","111"
"Dublin Periphery","2024-07-23 23:00:00.000","23","Tuesday","Weekday","30","July","Q3: Jul - Sep","23","46"
"Dublin Periphery","2024-07-24 00:00:00.000","0","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","3"
"Dublin Periphery","2024-07-24 01:00:00.000","1","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","2"
"Dublin Periphery","2024-07-24 02:00:00.000","2","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","0"
"Dublin Periphery","2024-07-24 03:00:00.000","3","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","0"
"Dublin Periphery","2024-07-24 04:00:00.000","4","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","73"
"Dublin Periphery","2024-07-24 05:00:00.000","5","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","323"
"Dublin Periphery","2024-07-24 06:00:00.000","6","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","588"
"Dublin Periphery","2024-07-24 07:00:00.000","7","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","1048"
"Dublin Periphery","2024-07-24 08:00:00.000","8","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","570"
"Dublin Periphery","2024-07-24 09:00:00.000","9","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","315"
"Dublin Periphery","2024-07-24 10:00:00.000","10","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","234"
"Dublin Periphery","2024-07-24 11:00:00.000","11","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","312"
"Dublin Periphery","2024-07-24 12:00:00.000","12","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","339"
"Dublin Periphery","2024-07-24 13:00:00.000","13","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","259"
"Dublin Periphery","2024-07-24 14:00:00.000","14","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","328"
"Dublin Periphery","2024-07-24 15:00:00.000","15","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","527"
"Dublin Periphery","2024-07-24 16:00:00.000","16","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","773"
"Dublin Periphery","2024-07-24 17:00:00.000","17","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","589"
"Dublin Periphery","2024-07-24 18:00:00.000","18","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","394"
"Dublin Periphery","2024-07-24 19:00:00.000","19","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","300"
"Dublin Periphery","2024-07-24 20:00:00.000","20","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","229"
"Dublin Periphery","2024-07-24 21:00:00.000","21","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","214"
"Dublin Periphery","2024-07-24 22:00:00.000","22","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","145"
"Dublin Periphery","2024-07-24 23:00:00.000","23","Wednesday","Weekday","30","July","Q3: Jul - Sep","24","59"
"Dublin Periphery","2024-07-25 00:00:00.000","0","Thursday","Weekday","30","July","Q3: Jul - Sep","25","2"
"Dublin Periphery","2024-07-25 01:00:00.000","1","Thursday","Weekday","30","July","Q3: Jul - Sep","25","0"
"Dublin Periphery","2024-07-25 02:00:00.000","2","Thursday","Weekday","30","July","Q3: Jul - Sep","25","0"
"Dublin Periphery","2024-07-25 03:00:00.000","3","Thursday","Weekday","30","July","Q3: Jul - Sep","25","0"
"Dublin Periphery","2024-07-25 04:00:00.000","4","Thursday","Weekday","30","July","Q3: Jul - Sep","25","91"
"Dublin Periphery","2024-07-25 05:00:00.000","5","Thursday","Weekday","30","July","Q3: Jul - Sep","25","325"
"Dublin Periphery","2024-07-25 06:00:00.000","6","Thursday","Weekday","30","July","Q3: Jul - Sep","25","511"
"Dublin Periphery","2024-07-25 07:00:00.000","7","Thursday","Weekday","30","July","Q3: Jul - Sep","25","934"
"Dublin Periphery","2024-07-25 08:00:00.000","8","Thursday","Weekday","30","July","Q3: Jul - Sep","25","648"
"Dublin Periphery","2024-07-25 09:00:00.000","9","Thursday","Weekday","30","July","Q3: Jul - Sep","25","288"
"Dublin Periphery","2024-07-25 10:00:00.000","10","Thursday","Weekday","30","July","Q3: Jul - Sep","25","261"
"Dublin Periphery","2024-07-25 11:00:00.000","11","Thursday","Weekday","30","July","Q3: Jul - Sep","25","412"
"Dublin Periphery","2024-07-25 12:00:00.000","12","Thursday","Weekday","30","July","Q3: Jul - Sep","25","376"
"Dublin Periphery","2024-07-25 13:00:00.000","13","Thursday","Weekday","30","July","Q3: Jul - Sep","25","248"
"Dublin Periphery","2024-07-25 14:00:00.000","14","Thursday","Weekday","30","July","Q3: Jul - Sep","25","288"
"Dublin Periphery","2024-07-25 15:00:00.000","15","Thursday","Weekday","30","July","Q3: Jul - Sep","25","524"
"Dublin Periphery","2024-07-25 16:00:00.000","16","Thursday","Weekday","30","July","Q3: Jul - Sep","25","696"
"Dublin Periphery","2024-07-25 17:00:00.000","17","Thursday","Weekday","30","July","Q3: Jul - Sep","25","521"
"Dublin Periphery","2024-07-25 18:00:00.000","18","Thursday","Weekday","30","July","Q3: Jul - Sep","25","361"
"Dublin Periphery","2024-07-25 19:00:00.000","19","Thursday","Weekday","30","July","Q3: Jul - Sep","25","284"
"Dublin Periphery","2024-07-25 20:00:00.000","20","Thursday","Weekday","30","July","Q3: Jul - Sep","25","271"
"Dublin Periphery","2024-07-25 21:00:00.000","21","Thursday","Weekday","30","July","Q3: Jul - Sep","25","190"
"Dublin Periphery","2024-07-25 22:00:00.000","22","Thursday","Weekday","30","July","Q3: Jul - Sep","25","168"
"Dublin Periphery","2024-07-25 23:00:00.000","23","Thursday","Weekday","30","July","Q3: Jul - Sep","25","228"
"Dublin Periphery","2024-07-26 00:00:00.000","0","Friday","Weekday","30","July","Q3: Jul - Sep","26","1"
"Dublin Periphery","2024-07-26 01:00:00.000","1","Friday","Weekday","30","July","Q3: Jul - Sep","26","5"
"Dublin Periphery","2024-07-26 02:00:00.000","2","Friday","Weekday","30","July","Q3: Jul - Sep","26","0"
"Dublin Periphery","2024-07-26 03:00:00.000","3","Friday","Weekday","30","July","Q3: Jul - Sep","26","0"
"Dublin Periphery","2024-07-26 04:00:00.000","4","Friday","Weekday","30","July","Q3: Jul - Sep","26","72"
"Dublin Periphery","2024-07-26 05:00:00.000","5","Friday","Weekday","30","July","Q3: Jul - Sep","26","220"
"Dublin Periphery","2024-07-26 06:00:00.000","6","Friday","Weekday","30","July","Q3: Jul - Sep","26","395"
"Dublin Periphery","2024-07-26 07:00:00.000","7","Friday","Weekday","30","July","Q3: Jul - Sep","26","641"
"Dublin Periphery","2024-07-26 08:00:00.000","8","Friday","Weekday","30","July","Q3: Jul - Sep","26","443"
"Dublin Periphery","2024-07-26 09:00:00.000","9","Friday","Weekday","30","July","Q3: Jul - Sep","26","282"
"Dublin Periphery","2024-07-26 10:00:00.000","10","Friday","Weekday","30","July","Q3: Jul - Sep","26","272"
"Dublin Periphery","2024-07-26 11:00:00.000","11","Friday","Weekday","30","July","Q3: Jul - Sep","26","333"
"Dublin Periphery","2024-07-26 12:00:00.000","12","Friday","Weekday","30","July","Q3: Jul - Sep","26","320"
"Dublin Periphery","2024-07-26 13:00:00.000","13","Friday","Weekday","30","July","Q3: Jul - Sep","26","341"
"Dublin Periphery","2024-07-26 14:00:00.000","14","Friday","Weekday","30","July","Q3: Jul - Sep","26","348"
"Dublin Periphery","2024-07-26 15:00:00.000","15","Friday","Weekday","30","July","Q3: Jul - Sep","26","478"
"Dublin Periphery","2024-07-26 16:00:00.000","16","Friday","Weekday","30","July","Q3: Jul - Sep","26","504"
"Dublin Periphery","2024-07-26 17:00:00.000","17","Friday","Weekday","30","July","Q3: Jul - Sep","26","384"
"Dublin Periphery","2024-07-26 18:00:00.000","18","Friday","Weekday","30","July","Q3: Jul - Sep","26","306"
"Dublin Periphery","2024-07-26 19:00:00.000","19","Friday","Weekday","30","July","Q3: Jul - Sep","26","207"
"Dublin Periphery","2024-07-26 20:00:00.000","20","Friday","Weekday","30","July","Q3: Jul - Sep","26","191"
"Dublin Periphery","2024-07-26 21:00:00.000","21","Friday","Weekday","30","July","Q3: Jul - Sep","26","128"
"Dublin Periphery","2024-07-26 22:00:00.000","22","Friday","Weekday","30","July","Q3: Jul - Sep","26","121"
"Dublin Periphery","2024-07-26 23:00:00.000","23","Friday","Weekday","30","July","Q3: Jul - Sep","26","64"
"Dublin Periphery","2024-07-27 00:00:00.000","0","Saturday","Weekend","30","July","Q3: Jul - Sep","27","3"
"Dublin Periphery","2024-07-27 01:00:00.000","1","Saturday","Weekend","30","July","Q3: Jul - Sep","27","0"
"Dublin Periphery","2024-07-27 02:00:00.000","2","Saturday","Weekend","30","July","Q3: Jul - Sep","27","0"
"Dublin Periphery","2024-07-27 03:00:00.000","3","Saturday","Weekend","30","July","Q3: Jul - Sep","27","1"
"Dublin Periphery","2024-07-27 04:00:00.000","4","Saturday","Weekend","30","July","Q3: Jul - Sep","27","22"
"Dublin Periphery","2024-07-27 05:00:00.000","5","Saturday","Weekend","30","July","Q3: Jul - Sep","27","103"
"Dublin Periphery","2024-07-27 06:00:00.000","6","Saturday","Weekend","30","July","Q3: Jul - Sep","27","161"
"Dublin Periphery","2024-07-27 07:00:00.000","7","Saturday","Weekend","30","July","Q3: Jul - Sep","27","106"
"Dublin Periphery","2024-07-27 08:00:00.000","8","Saturday","Weekend","30","July","Q3: Jul - Sep","27","201"
"Dublin Periphery","2024-07-27 09:00:00.000","9","Saturday","Weekend","30","July","Q3: Jul - Sep","27","265"
"Dublin Periphery","2024-07-27 10:00:00.000","10","Saturday","Weekend","30","July","Q3: Jul - Sep","27","267"
"Dublin Periphery","2024-07-27 11:00:00.000","11","Saturday","Weekend","30","July","Q3: Jul - Sep","27","268"
"Dublin Periphery","2024-07-27 12:00:00.000","12","Saturday","Weekend","30","July","Q3: Jul - Sep","27","266"
"Dublin Periphery","2024-07-27 13:00:00.000","13","Saturday","Weekend","30","July","Q3: Jul - Sep","27","296"
"Dublin Periphery","2024-07-27 14:00:00.000","14","Saturday","Weekend","30","July","Q3: Jul - Sep","27","258"
"Dublin Periphery","2024-07-27 15:00:00.000","15","Saturday","Weekend","30","July","Q3: Jul - Sep","27","291"
"Dublin Periphery","2024-07-27 16:00:00.000","16","Saturday","Weekend","30","July","Q3: Jul - Sep","27","282"
"Dublin Periphery","2024-07-27 17:00:00.000","17","Saturday","Weekend","30","July","Q3: Jul - Sep","27","282"
"Dublin Periphery","2024-07-27 18:00:00.000","18","Saturday","Weekend","30","July","Q3: Jul - Sep","27","230"
"Dublin Periphery","2024-07-27 19:00:00.000","19","Saturday","Weekend","30","July","Q3: Jul - Sep","27","253"
"Dublin Periphery","2024-07-27 20:00:00.000","20","Saturday","Weekend","30","July","Q3: Jul - Sep","27","192"
"Dublin Periphery","2024-07-27 21:00:00.000","21","Saturday","Weekend","30","July","Q3: Jul - Sep","27","163"
"Dublin Periphery","2024-07-27 22:00:00.000","22","Saturday","Weekend","30","July","Q3: Jul - Sep","27","136"
"Dublin Periphery","2024-07-27 23:00:00.000","23","Saturday","Weekend","30","July","Q3: Jul - Sep","27","96"
"Dublin Periphery","2024-07-28 00:00:00.000","0","Sunday","Weekend","30","July","Q3: Jul - Sep","28","3"
"Dublin Periphery","2024-07-28 01:00:00.000","1","Sunday","Weekend","30","July","Q3: Jul - Sep","28","3"
"Dublin Periphery","2024-07-28 02:00:00.000","2","Sunday","Weekend","30","July","Q3: Jul - Sep","28","2"
"Dublin Periphery","2024-07-28 03:00:00.000","3","Sunday","Weekend","30","July","Q3: Jul - Sep","28","1"
"Dublin Periphery","2024-07-28 04:00:00.000","4","Sunday","Weekend","30","July","Q3: Jul - Sep","28","25"
"Dublin Periphery","2024-07-28 05:00:00.000","5","Sunday","Weekend","30","July","Q3: Jul - Sep","28","101"
"Dublin Periphery","2024-07-28 06:00:00.000","6","Sunday","Weekend","30","July","Q3: Jul - Sep","28","114"
"Dublin Periphery","2024-07-28 07:00:00.000","7","Sunday","Weekend","30","July","Q3: Jul - Sep","28","124"
"Dublin Periphery","2024-07-28 08:00:00.000","8","Sunday","Weekend","30","July","Q3: Jul - Sep","28","144"
"Dublin Periphery","2024-07-28 09:00:00.000","9","Sunday","Weekend","30","July","Q3: Jul - Sep","28","266"
"Dublin Periphery","2024-07-28 10:00:00.000","10","Sunday","Weekend","30","July","Q3: Jul - Sep","28","237"
"Dublin Periphery","2024-07-28 11:00:00.000","11","Sunday","Weekend","30","July","Q3: Jul - Sep","28","303"
"Dublin Periphery","2024-07-28 12:00:00.000","12","Sunday","Weekend","30","July","Q3: Jul - Sep","28","290"
"Dublin Periphery","2024-07-28 13:00:00.000","13","Sunday","Weekend","30","July","Q3: Jul - Sep","28","323"
"Dublin Periphery","2024-07-28 14:00:00.000","14","Sunday","Weekend","30","July","Q3: Jul - Sep","28","289"
"Dublin Periphery","2024-07-28 15:00:00.000","15","Sunday","Weekend","30","July","Q3: Jul - Sep","28","273"
"Dublin Periphery","2024-07-28 16:00:00.000","16","Sunday","Weekend","30","July","Q3: Jul - Sep","28","260"
"Dublin Periphery","2024-07-28 17:00:00.000","17","Sunday","Weekend","30","July","Q3: Jul - Sep","28","264"
"Dublin Periphery","2024-07-28 18:00:00.000","18","Sunday","Weekend","30","July","Q3: Jul - Sep","28","238"
"Dublin Periphery","2024-07-28 19:00:00.000","19","Sunday","Weekend","30","July","Q3: Jul - Sep","28","212"
"Dublin Periphery","2024-07-28 20:00:00.000","20","Sunday","Weekend","30","July","Q3: Jul - Sep","28","167"
"Dublin Periphery","2024-07-28 21:00:00.000","21","Sunday","Weekend","30","July","Q3: Jul - Sep","28","159"
"Dublin Periphery","2024-07-28 22:00:00.000","22","Sunday","Weekend","30","July","Q3: Jul - Sep","28","114"
"Dublin Periphery","2024-07-28 23:00:00.000","23","Sunday","Weekend","30","July","Q3: Jul - Sep","28","58"
"Dublin Periphery","2024-07-29 00:00:00.000","0","Monday","Weekday","31","July","Q3: Jul - Sep","29","1"
"Dublin Periphery","2024-07-29 01:00:00.000","1","Monday","Weekday","31","July","Q3: Jul - Sep","29","0"
"Dublin Periphery","2024-07-29 02:00:00.000","2","Monday","Weekday","31","July","Q3: Jul - Sep","29","2"
"Dublin Periphery","2024-07-29 03:00:00.000","3","Monday","Weekday","31","July","Q3: Jul - Sep","29","0"
"Dublin Periphery","2024-07-29 04:00:00.000","4","Monday","Weekday","31","July","Q3: Jul - Sep","29","87"
"Dublin Periphery","2024-07-29 05:00:00.000","5","Monday","Weekday","31","July","Q3: Jul - Sep","29","285"
"Dublin Periphery","2024-07-29 06:00:00.000","6","Monday","Weekday","31","July","Q3: Jul - Sep","29","469"
"Dublin Periphery","2024-07-29 07:00:00.000","7","Monday","Weekday","31","July","Q3: Jul - Sep","29","761"
